loan_amnt,int_rate,installment,annual_inc,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,loan_to_income,credit_stress,emp_length_num,grade,home_ownership,purpose,verification_status,application_type,default_flag,pd_lgb,pd_lgb_platt,pd_lr
14400.0,0.1757,517.5,40000.0,27.24,12.0,0.0,10939.0,0.45,14.0,0.0,0.35999100022499436,12.258,1.0,D,RENT,debt_consolidation,Source Verified,INDIVIDUAL,1,0.45301982945982855,0.4784898699379231,0.42214247774853486
25000.0,0.151,867.86,200000.0,9.92,8.0,0.0,8580.0,0.46,22.0,3.0,0.12499937500312498,4.5632,10.0,C,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,1,0.12070188530943189,0.12112078367138064,0.0973014085453558
10000.0,0.1885,365.81,30000.0,16.64,10.0,0.0,13802.0,0.654,22.0,0.0,0.33332222259258026,10.882560000000002,5.0,D,OWN,debt_consolidation,Not Verified,INDIVIDUAL,0,0.2700175091360065,0.24414961298167734,0.29816146158323875
8150.0,0.2118,307.81,80000.0,9.93,10.0,1.0,4491.0,0.436,29.0,5.0,0.10187372657841777,4.32948,10.0,E,OWN,debt_consolidation,Source Verified,INDIVIDUAL,0,0.19697905811265418,0.17556010058873653,0.23674300935634238
10500.0,0.158,368.12,30000.0,31.93,16.0,0.0,17403.0,0.78,29.0,0.0,0.3499883337222093,24.9054,5.0,C,RENT,debt_consolidation,Verified,INDIVIDUAL,1,0.33941481674172663,0.3242796098987666,0.3777963388324267
11000.0,0.12990000000000002,370.59,72000.0,15.87,8.0,1.0,9343.0,0.42,25.0,1.0,0.15277565589366815,6.665399999999999,1.0,C,MORTGAGE,debt_consolidation,Not Verified,INDIVIDUAL,0,0.10454584687154263,0.11164729027344206,0.1479441671742493
28000.0,0.0967,899.15,150000.0,18.12,11.0,0.0,94606.0,0.5720000000000001,27.0,5.0,0.18666542223051846,10.364640000000001,1.0,B,OWN,debt_consolidation,Verified,INDIVIDUAL,1,0.09126517861900756,0.10435121899213048,0.08792658824025675
35000.0,0.20199999999999999,931.19,125000.0,28.45,15.0,0.0,36270.0,0.878,28.0,1.0,0.27999776001791987,24.9791,10.0,E,OWN,credit_card,Source Verified,INDIVIDUAL,0,0.48040337038312725,0.5175229499675441,0.4612802701575022
14700.0,0.25989999999999996,440.04,40900.0,12.62,6.0,0.0,0.0,0.0,13.0,2.0,0.35940441553996233,0.0,10.0,G,OWN,debt_consolidation,Verified,INDIVIDUAL,0,0.5350260586782922,0.594289120794569,0.4215724501983757
9600.0,0.1499,332.75,33280.0,34.7,13.0,0.0,18041.0,0.46299999999999997,23.0,0.0,0.28845287100748174,16.0661,6.0,C,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.3889224608722309,0.38894518314089527,0.34848626419238204
10000.0,0.062400000000000004,305.31,125000.0,5.59,12.0,0.0,1030.0,0.031,32.0,8.0,0.07999936000511997,0.17329,3.0,A,MORTGAGE,home_improvement,Not Verified,INDIVIDUAL,0,0.016054832892686555,0.07051294668526288,0.03217982471525099
12000.0,0.1249,401.39,60000.0,11.76,6.0,1.0,10278.0,0.428,17.0,0.0,0.1999966667222213,5.0332799999999995,9.0,B,RENT,credit_card,Source Verified,INDIVIDUAL,0,0.15086435993550168,0.14066325044151426,0.12247719930672488
9600.0,0.0697,296.29,40000.0,26.19,9.0,0.0,2150.0,0.07200000000000001,23.0,0.0,0.23999400014999625,1.8856800000000002,1.0,A,RENT,credit_card,Not Verified,INDIVIDUAL,0,0.058647698063170994,0.0881964272740172,0.08372250041975617
24000.0,0.1398,558.19,79835.0,24.53,11.0,0.0,11587.0,0.757,51.0,2.0,0.3006162633398467,18.56921,10.0,C,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.32703641093191377,0.3090022519869704,0.30080079126479525
12000.0,0.12689999999999999,402.54,90000.0,13.11,10.0,1.0,9728.0,0.737,21.0,1.0,0.13333185186831256,9.66207,4.0,C,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.14324099200472115,0.1354881346841344,0.20827783617242052
7200.0,0.2075,270.34,30000.0,27.2,9.0,0.0,8204.0,0.36,17.0,0.0,0.2399920002666578,9.792,10.0,E,RENT,debt_consolidation,Source Verified,INDIVIDUAL,1,0.4124626265591488,0.42129506462283633,0.4057212282910114
15000.0,0.1399,348.95,60000.0,23.11,10.0,0.0,19123.0,0.503,30.0,2.0,0.24999583340277662,11.62433,8.0,C,MORTGAGE,credit_card,Source Verified,INDIVIDUAL,0,0.23152695286954067,0.20592950690969053,0.22312666167181447
25050.0,0.12119999999999999,833.46,70000.0,24.75,16.0,0.0,24661.0,0.365,46.0,0.0,0.35785203068527593,9.03375,3.0,B,OWN,credit_card,Not Verified,INDIVIDUAL,0,0.1397888201875785,0.1331979259295025,0.1363218632109975
20000.0,0.19219999999999998,521.24,40000.0,20.07,12.0,0.0,19694.0,0.885,16.0,0.0,0.4999875003124922,17.76195,1.0,D,RENT,debt_consolidation,Verified,INDIVIDUAL,0,0.47030128099191143,0.5031228067854047,0.5218047188838026
7000.0,0.1144,230.64,42000.0,15.07,8.0,0.0,1039.0,0.11900000000000001,13.0,0.0,0.1666626985071784,1.79333,7.0,B,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.1623099325359686,0.14874239555263766,0.12928954349474212
9700.0,0.1825,351.9,35000.0,10.6,3.0,0.0,10069.0,0.75,9.0,2.0,0.2771349390017428,7.949999999999999,1.0,D,RENT,other,Not Verified,INDIVIDUAL,0,0.219805690940147,0.1952101828470382,0.27310623166262327
12000.0,0.1409,410.66,85000.0,17.26,15.0,0.0,22205.0,0.516,23.0,0.0,0.14117480970812107,8.906160000000002,4.0,B,RENT,debt_consolidation,Not Verified,INDIVIDUAL,0,0.11664363666770394,0.11867788555674597,0.13444105743587081
1000.0,0.1997,37.15,105000.0,13.34,19.0,0.0,35807.0,0.8370000000000001,37.0,6.0,0.009523718821725508,11.16558,5.0,D,MORTGAGE,other,Verified,INDIVIDUAL,0,0.09631687370347207,0.10707550729016847,0.2042637114436149
5000.0,0.09910000000000001,161.13,25000.0,7.34,19.0,0.0,0.0,0.0,29.0,,0.1999920003199872,0.0,2.0,B,RENT,other,Not Verified,INDIVIDUAL,1,0.1285007187185598,0.12593713849967156,0.12130978284461824
15000.0,0.0818,471.3,66000.0,19.8,9.0,1.0,18132.0,0.8059999999999999,21.0,2.0,0.22726928379873032,15.9588,5.0,B,MORTGAGE,debt_consolidation,Not Verified,INDIVIDUAL,0,0.0947112543558897,0.10620290759313021,0.12040915334847523
13000.0,0.07690000000000001,405.52,73000.0,5.89,16.0,0.0,13797.0,0.166,32.0,1.0,0.17807975233215984,0.9777399999999999,10.0,A,OWN,debt_consolidation,Not Verified,INDIVIDUAL,0,0.06618571047308404,0.091716335876176,0.047108683803904754
7200.0,0.0668,221.27,24000.0,20.2,8.0,0.0,5671.0,0.33,29.0,1.0,0.29998750052081163,6.666,1.0,A,MORTGAGE,debt_consolidation,Source Verified,INDIVIDUAL,0,0.09789827720416926,0.10794110807717047,0.08429685753998717
9000.0,0.0818,282.78,72000.0,10.27,11.0,1.0,770.0,0.046,35.0,2.0,0.12499826391300121,0.47241999999999995,10.0,B,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.06466055223131614,0.09099411305390419,0.09152374265200522
25000.0,0.1499,866.52,90000.0,24.07,13.0,0.0,22270.0,0.585,36.0,0.0,0.27777469139231786,14.08095,8.0,C,RENT,debt_consolidation,Verified,INDIVIDUAL,1,0.22817544722969968,0.2028206528704014,0.21316730913142276
10800.0,0.12119999999999999,359.34,65000.0,6.74,9.0,1.0,12167.0,0.608,16.0,,0.16615128998015416,4.09792,3.0,B,OWN,debt_consolidation,Not Verified,INDIVIDUAL,0,0.07421448085282414,0.09560382262198353,0.10603083462286535
3000.0,0.1199,99.63,32000.0,25.54,7.0,0.0,11143.0,0.546,12.0,5.0,0.09374707040404988,13.944840000000001,0.0,C,MORTGAGE,home_improvement,Verified,INDIVIDUAL,0,0.3562742378659955,0.3456997485328299,0.1892609847810208
14000.0,0.1311,472.46,95000.0,20.96,16.0,0.0,17286.0,0.609,40.0,2.0,0.14736686982242292,12.76464,7.0,B,MORTGAGE,wedding,Verified,INDIVIDUAL,0,0.08069172884978484,0.0988467981720077,0.06684931615601647
10000.0,0.1629,353.01,43000.0,34.19,14.0,0.0,15837.0,0.6629999999999999,25.0,0.0,0.2325527313318295,22.667969999999997,8.0,D,MORTGAGE,debt_consolidation,Source Verified,INDIVIDUAL,0,0.3800856529290928,0.37703334445215536,0.35100360731309027
9000.0,0.0949,288.26,70000.0,21.81,9.0,1.0,6794.0,0.456,27.0,2.0,0.1285695918629734,9.945359999999999,10.0,B,RENT,debt_consolidation,Not Verified,INDIVIDUAL,0,0.09948400574175643,0.10881524629332164,0.11544465536119283
10375.0,0.079,324.64,54000.0,27.64,7.0,0.0,0.0,0.0,13.0,2.0,0.19212607173941224,0.0,5.0,A,MORTGAGE,debt_consolidation,Source Verified,INDIVIDUAL,1,0.09293543658182743,0.10524511433497656,0.07446591120116854
2000.0,0.1149,65.95,91200.0,23.61,14.0,0.0,13203.0,0.539,32.0,,0.021929584105437442,12.72579,10.0,B,MORTGAGE,home_improvement,Not Verified,INDIVIDUAL,0,0.08195440390522567,0.09949028332367145,0.1017607365645006
6000.0,0.1399,205.04,118000.0,26.74,13.0,0.0,9745.0,0.336,30.0,2.0,0.05084702672011254,8.98464,10.0,C,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,0,0.13502213873219113,0.13008959257172983,0.15341508618762878
16425.0,0.1777,591.91,77000.0,11.42,10.0,0.0,6490.0,0.69,21.0,2.0,0.21330891806599914,7.8797999999999995,10.0,D,MORTGAGE,credit_card,Verified,INDIVIDUAL,0,0.23696410930661746,0.21104779408178692,0.17586444408369867
12000.0,0.1447,412.88,124800.0,4.23,10.0,0.0,1359.0,0.055,26.0,2.0,0.09615307569650884,0.23265000000000002,1.0,C,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,0,0.08902714499981099,0.10316397880511724,0.10206082928824071
18000.0,0.0819,565.64,85000.0,27.52,15.0,1.0,12120.0,0.3,31.0,1.0,0.2117622145621816,8.256,10.0,A,RENT,debt_consolidation,Verified,INDIVIDUAL,0,0.14752354317108368,0.1383752799769883,0.09485382959351629
4800.0,0.1465,165.58,64700.0,37.21,12.0,0.0,15841.0,0.7140000000000001,20.0,0.0,0.07418741595956786,26.567940000000004,7.0,C,RENT,credit_card,Verified,INDIVIDUAL,1,0.5566662861984611,0.6236748422210787,0.27724273872646943
16000.0,0.08900000000000001,508.06,95000.0,7.67,4.0,0.0,9124.0,0.815,13.0,2.0,0.16841927979705476,6.251049999999999,4.0,A,MORTGAGE,house,Verified,INDIVIDUAL,0,0.050454633704248825,0.08450943348963197,0.046531252248647036
16000.0,0.1229,358.27,45000.0,38.73,11.0,0.0,1046.0,0.061,23.0,0.0,0.3555476544965667,2.3625299999999996,6.0,C,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.46923083530992954,0.5015962060367684,0.39053793066521875
28000.0,0.21,757.5,154000.0,6.21,6.0,0.0,5237.0,0.524,15.0,2.0,0.18181700118830396,3.2540400000000003,3.0,E,OWN,debt_consolidation,Verified,INDIVIDUAL,0,0.3310510120284805,0.3139135503363806,0.27245634304400457
5600.0,0.1447,192.68,55000.0,4.47,13.0,0.0,8521.0,0.22399999999999998,28.0,0.0,0.10181633061217069,1.00128,2.0,C,MORTGAGE,credit_card,Not Verified,INDIVIDUAL,0,0.10668080854178312,0.1128609813644258,0.10942876360987627
10000.0,0.12689999999999999,335.45,35000.0,25.07,11.0,0.0,5459.0,0.254,16.0,0.0,0.2857061226822091,6.36778,4.0,C,RENT,debt_consolidation,Not Verified,INDIVIDUAL,0,0.2906076449048154,0.2664708977214899,0.2523315804167514
8000.0,0.0917,255.04,98000.0,22.21,20.0,1.0,9431.0,0.29600000000000004,50.0,4.0,0.08163182008346853,6.574160000000001,1.0,B,MORTGAGE,credit_card,Verified,INDIVIDUAL,0,0.09052696554998432,0.10395828085692872,0.0969060315977367
28000.0,0.1075,605.31,109000.0,13.24,25.0,0.0,23409.0,0.39299999999999996,60.0,2.0,0.25687837726259394,5.20332,10.0,B,OWN,debt_consolidation,Not Verified,INDIVIDUAL,0,0.12563909198115925,0.12415111654349073,0.14588138917838675
35000.0,0.1905,1283.85,225000.0,12.09,17.0,3.0,24912.0,0.589,34.0,1.0,0.15555486420060355,7.121009999999999,6.0,D,MORTGAGE,small_business,Source Verified,INDIVIDUAL,0,0.4996357346878035,0.5448379463606149,0.26961625671245004
20000.0,0.12390000000000001,668.02,78000.0,25.89,12.0,0.0,45081.0,0.963,28.0,6.0,0.25640696914142125,24.93207,10.0,C,MORTGAGE,debt_consolidation,Source Verified,INDIVIDUAL,0,0.284206205735001,0.259394051440845,0.1999236762385194
18000.0,0.1699,447.25,41000.0,30.36,11.0,0.0,15881.0,0.445,21.0,0.0,0.43901368259310747,13.5102,10.0,D,OWN,debt_consolidation,Verified,INDIVIDUAL,0,0.39917763047848154,0.40293617191861547,0.44080756279699485
16000.0,0.2589,478.01,60000.0,12.88,8.0,3.0,2852.0,0.205,18.0,0.0,0.26666222229629505,2.6404,7.0,G,RENT,medical,Verified,INDIVIDUAL,0,0.5869151138803375,0.6632330521634562,0.5225703223927682
10000.0,0.1235,333.82,59000.0,15.07,6.0,0.0,11355.0,0.887,15.0,0.0,0.1694886527346994,13.367090000000001,10.0,B,RENT,credit_card,Not Verified,INDIVIDUAL,0,0.11904669883940712,0.12011923628139994,0.11749465876509552
35000.0,0.1199,1162.34,89000.0,22.03,16.0,0.0,43194.0,0.478,27.0,3.0,0.3932540083819283,10.53034,9.0,B,MORTGAGE,credit_card,Verified,INDIVIDUAL,0,0.08816542747730427,0.10271004802766034,0.11547924931348862
10000.0,0.16690000000000002,354.99,82000.0,0.86,4.0,0.0,0.0,0.0,22.0,,0.12194973232033755,0.0,4.0,E,MORTGAGE,small_business,Source Verified,INDIVIDUAL,0,0.23510975422782524,0.2092917891340835,0.22671491766939006
12000.0,0.0916,382.5,48000.0,15.23,13.0,0.0,19615.0,0.5670000000000001,16.0,0.0,0.24999479177517134,8.635410000000002,3.0,B,MORTGAGE,credit_card,Source Verified,INDIVIDUAL,0,0.10143470255851654,0.10989909404013694,0.13274844248819107
8800.0,0.1588,308.87,60000.0,11.98,5.0,1.0,5614.0,0.7490000000000001,35.0,6.0,0.14666422226296227,8.973020000000002,8.0,C,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.1153844990103758,0.11792864938284053,0.1669923018210692
7000.0,0.12990000000000002,235.83,18000.0,33.2,7.0,2.0,7138.0,0.7929999999999999,25.0,0.0,0.38886728515082497,26.3276,2.0,C,RENT,other,Source Verified,INDIVIDUAL,0,0.4587088274124203,0.48659326941573317,0.4512752290482331
19000.0,0.217,722.68,230000.0,1.9,11.0,0.0,11778.0,0.613,23.0,0.0,0.08260833648549354,1.1646999999999998,1.0,E,RENT,other,Verified,INDIVIDUAL,0,0.19923874746701983,0.1774337076421667,0.21698152280805114
6600.0,0.0762,205.67,51500.0,27.29,16.0,0.0,4195.0,0.245,35.0,0.0,0.12815285140094368,6.68605,2.0,A,MORTGAGE,debt_consolidation,Source Verified,INDIVIDUAL,0,0.08754094011325411,0.10238219022164216,0.0828509985608754
7200.0,0.1699,256.67,57445.0,17.76,9.0,1.0,3494.0,0.376,28.0,4.0,0.12533509730877693,6.677760000000001,9.0,D,RENT,other,Verified,INDIVIDUAL,0,0.1844355333141575,0.16544228087833596,0.23171270980508224
2500.0,0.1449,86.05,44500.0,8.12,6.0,1.0,0.0,0.0,24.0,7.0,0.05617851284240804,0.0,0.0,C,OWN,other,Source Verified,INDIVIDUAL,0,0.1347013805664754,0.12988265866563287,0.13601945653052086
6000.0,0.12119999999999999,199.63,65000.0,13.77,17.0,0.0,5303.0,0.465,39.0,0.0,0.09230627221119675,6.40305,1.0,B,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.10022764752730322,0.10922731798041992,0.13664841957109314
25000.0,0.1941,921.6,72136.0,16.57,3.0,0.0,13567.0,0.545,15.0,,0.34656279024633685,9.030650000000001,7.0,F,RENT,debt_consolidation,Verified,INDIVIDUAL,0,0.1791361717105948,0.1613103397960093,0.3062557337189184
7000.0,0.09630000000000001,224.66,45000.0,24.59,7.0,0.0,10082.0,0.563,8.0,,0.15555209884224794,13.844169999999998,3.0,A,OWN,credit_card,Not Verified,INDIVIDUAL,0,0.08892059267307978,0.10310775371737725,0.08389296318936469
3600.0,0.1905,132.06,38000.0,10.11,7.0,0.0,1999.0,0.22,11.0,0.0,0.09473434909607642,2.2241999999999997,0.0,D,RENT,other,Verified,INDIVIDUAL,0,0.24148182088963613,0.21537096973042924,0.2397716714966485
29475.0,0.21989999999999998,813.9,77600.0,19.19,9.0,0.0,19816.0,0.42200000000000004,15.0,0.0,0.37982757954150076,8.098180000000001,10.0,F,RENT,debt_consolidation,Source Verified,INDIVIDUAL,1,0.4442221672426979,0.46598227001027703,0.47804772134234025
8000.0,0.1335,270.91,70000.0,19.51,15.0,0.0,20122.0,0.368,34.0,1.0,0.11428408165597634,7.17968,2.0,C,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.17261122265575543,0.15633776827127083,0.20711023338447387
23700.0,0.1825,605.06,59273.0,27.6,10.0,0.0,33913.0,0.8590000000000001,36.0,2.0,0.3998380402874785,23.708400000000005,10.0,D,MORTGAGE,credit_card,Not Verified,INDIVIDUAL,0,0.3374300806627427,0.32180359962236965,0.3369706135705963
6000.0,0.1016,194.06,65000.0,3.97,6.0,0.0,10847.0,0.512,14.0,0.0,0.09230627221119675,2.0326400000000002,5.0,B,RENT,credit_card,Not Verified,INDIVIDUAL,0,0.05233926341926399,0.08534495201115198,0.07864600924659149
10000.0,0.0649,306.45,45000.0,19.06,5.0,0.0,9162.0,0.382,16.0,0.0,0.2222172840603542,7.28092,6.0,A,RENT,credit_card,Not Verified,INDIVIDUAL,0,0.06250729802602249,0.08998317571841809,0.069341804711705
10000.0,0.1649,354.0,55000.0,18.52,7.0,1.0,7792.0,0.9390000000000001,17.0,4.0,0.18181487609316194,17.39028,7.0,D,MORTGAGE,other,Source Verified,INDIVIDUAL,1,0.2378427983705776,0.21188363985846492,0.26965094861776784
30750.0,0.21600000000000003,842.31,69000.0,23.58,10.0,0.0,14066.0,0.41200000000000003,21.0,1.0,0.4456457152794887,9.71496,8.0,E,RENT,debt_consolidation,Verified,INDIVIDUAL,1,0.4832536668118689,0.5215817144414545,0.4768423588537046
8000.0,0.1531,278.54,60000.0,4.22,6.0,0.0,7877.0,0.875,15.0,0.0,0.13333111114814752,3.6925,2.0,C,OWN,debt_consolidation,Not Verified,INDIVIDUAL,0,0.13528185565688705,0.13025735170492667,0.14981606939953757
25000.0,0.079,782.26,87000.0,12.51,21.0,0.0,25183.0,0.44799999999999995,42.0,7.0,0.2873530189308169,5.60448,7.0,A,MORTGAGE,debt_consolidation,Not Verified,INDIVIDUAL,0,0.054954212816061145,0.08651665059821816,0.052873285376488784
31375.0,0.19519999999999998,822.89,68300.0,13.57,21.0,0.0,33533.0,0.36,30.0,2.0,0.45936369892095286,4.8852,1.0,E,MORTGAGE,credit_card,Verified,INDIVIDUAL,0,0.3885547017793695,0.38844668735310356,0.40750228739398653
35000.0,0.1727,1252.56,110000.0,15.38,11.0,0.0,21107.0,0.9,32.0,3.0,0.3181789256461305,13.842,3.0,C,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,0,0.19816668275993718,0.17654286373714126,0.1530503486685803
15000.0,0.1305,505.78,75000.0,20.32,9.0,0.0,14687.0,0.9179999999999999,20.0,1.0,0.19999733336888842,18.65376,2.0,B,MORTGAGE,debt_consolidation,Not Verified,INDIVIDUAL,0,0.12554348633435872,0.12409182330596885,0.128849997465509
12800.0,0.10640000000000001,416.88,50000.0,23.9,10.0,0.0,13100.0,0.7609999999999999,34.0,0.0,0.25599488010239796,18.187899999999996,1.0,B,RENT,credit_card,Not Verified,INDIVIDUAL,0,0.12206719859056069,0.12195234119675925,0.15695209296373847
4000.0,0.12990000000000002,134.76,144100.0,16.26,17.0,0.0,65841.0,0.41,24.0,2.0,0.027758308408685574,6.6666,3.0,C,MORTGAGE,debt_consolidation,Source Verified,INDIVIDUAL,0,0.10608490210890116,0.11252106442019287,0.15063098484023643
7000.0,0.079,219.04,72000.0,9.58,8.0,0.0,16111.0,0.499,15.0,,0.09722087193233428,4.78042,5.0,A,RENT,car,Not Verified,INDIVIDUAL,0,0.0644587573188794,0.09089893944019527,0.052373959692689674
12000.0,0.0712,371.19,105000.0,15.25,11.0,0.0,40874.0,0.861,20.0,0.0,0.11428462586070609,13.13025,10.0,A,RENT,debt_consolidation,Not Verified,INDIVIDUAL,0,0.07241124198627862,0.09471807223817334,0.06516174712796621
28000.0,0.0849,544.47,130000.0,11.37,8.0,0.0,14632.0,0.488,32.0,,0.2153829585926262,5.548559999999999,3.0,A,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,0,0.07152021063337749,0.09428311572799285,0.08008377722476083
8000.0,0.0599,243.34,43200.0,2.22,6.0,0.0,2799.0,0.105,13.0,,0.18518089859031042,0.2331,2.0,A,RENT,debt_consolidation,Not Verified,INDIVIDUAL,0,0.030258127356399777,0.0760117529940103,0.04974341232365002
10000.0,0.1149,329.72,69996.0,13.25,14.0,0.0,24467.0,0.509,21.0,,0.14286326556852436,6.74425,2.0,B,OWN,other,Verified,INDIVIDUAL,0,0.13830634427693278,0.13222453300995454,0.12511635826407017
29000.0,0.1199,644.95,150000.0,15.25,10.0,0.0,96262.0,0.444,36.0,,0.19333204445303698,6.771,10.0,B,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,0,0.09556879598096119,0.10666817001625414,0.1012924525062421
35000.0,0.23989999999999997,1372.97,149000.0,12.77,11.0,1.0,14260.0,0.815,37.0,2.0,0.2348977523640781,10.407549999999999,0.0,F,RENT,debt_consolidation,Verified,INDIVIDUAL,1,0.45902430149090023,0.4870428758665723,0.25937591053911135
15000.0,0.1465,354.1,51500.0,33.28,17.0,1.0,5952.0,0.261,32.0,3.0,0.29125648045669017,8.68608,9.0,C,RENT,credit_card,Source Verified,INDIVIDUAL,0,0.3794249061517002,0.3761484149219047,0.35623435188596425
5000.0,0.0925,159.59,16800.0,10.36,6.0,0.0,7784.0,0.638,11.0,,0.297601333253973,6.60968,1.0,B,RENT,small_business,Source Verified,INDIVIDUAL,0,0.2961525494303175,0.27269928471090515,0.24287834942816633
19000.0,0.1757,682.81,59181.0,9.21,7.0,0.0,17315.0,0.6409999999999999,34.0,8.0,0.3210435605420567,5.90361,10.0,D,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.22196299106543674,0.1971508583607958,0.19984561444970744
27250.0,0.1864,701.5,78000.0,14.74,11.0,0.0,17143.0,0.667,23.0,,0.3493544954551865,9.83158,10.0,E,MORTGAGE,debt_consolidation,Source Verified,INDIVIDUAL,0,0.3556926609099848,0.34494969629553796,0.37166674907608754
4800.0,0.1629,169.45,95000.0,1.62,6.0,0.0,4578.0,0.47700000000000004,7.0,0.0,0.05052578393911643,0.7727400000000001,4.0,C,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.16901731809324236,0.15365263669369272,0.15594822942548858
8350.0,0.2075,313.52,65000.0,21.23,4.0,0.0,2873.0,0.495,11.0,0.0,0.12845956216058216,10.50885,3.0,E,RENT,major_purchase,Not Verified,INDIVIDUAL,0,0.24059879502870318,0.21452094288804605,0.309779860559319
16000.0,0.1905,586.91,36000.0,9.01,3.0,0.0,13146.0,0.848,6.0,0.0,0.4444320991083581,7.640479999999999,4.0,D,RENT,debt_consolidation,Verified,INDIVIDUAL,0,0.25849132142732256,0.23222047086376166,0.3198669439865928
10000.0,0.12119999999999999,332.72,75000.0,19.73,10.0,0.0,23518.0,0.8340000000000001,16.0,0.0,0.13333155557925894,16.45482,8.0,B,RENT,debt_consolidation,Verified,INDIVIDUAL,0,0.13236024694875487,0.1283807685805317,0.14556662847701893
28000.0,0.0699,864.44,120000.0,14.71,13.0,0.0,13284.0,0.38299999999999995,17.0,0.0,0.23333138890509245,5.633929999999999,4.0,A,RENT,debt_consolidation,Not Verified,INDIVIDUAL,0,0.06984197903916219,0.09346874495353143,0.07263923622536897
15050.0,0.1465,519.14,78500.0,25.65,13.0,0.0,7649.0,0.535,24.0,1.0,0.19171730296429346,13.72275,5.0,C,RENT,credit_card,Not Verified,INDIVIDUAL,1,0.28412306868311693,0.25930295044982815,0.2161466881170112
10000.0,0.19469999999999998,368.95,60000.0,21.42,3.0,0.0,4204.0,0.397,9.0,0.0,0.1666638889351844,8.50374,10.0,D,RENT,house,Source Verified,INDIVIDUAL,1,0.20575714978022788,0.1829261958420194,0.2538833990056342
5000.0,0.0751,155.56,58000.0,3.7,6.0,0.0,5312.0,0.718,15.0,,0.08620541025154739,2.6566,1.0,A,RENT,moving,Source Verified,INDIVIDUAL,0,0.04904075753612585,0.08388749713518687,0.06923094382645531
12100.0,0.1398,281.43,53000.0,10.08,6.0,0.0,23400.0,0.589,21.0,0.0,0.2282975792909568,5.937119999999999,2.0,C,RENT,credit_card,Source Verified,INDIVIDUAL,0,0.2028787504493076,0.1804847106498864,0.22076695025878157
10000.0,0.1099,327.34,85000.0,19.17,9.0,1.0,4318.0,0.445,22.0,2.0,0.11764567475676757,8.530650000000001,10.0,B,RENT,debt_consolidation,Source Verified,INDIVIDUAL,0,0.11386142488267861,0.11702784007666915,0.13129931254189747
4000.0,0.1114,131.23,70000.0,14.47,8.0,0.0,35775.0,0.753,24.0,4.0,0.05714204082798817,10.89591,3.0,B,MORTGAGE,debt_consolidation,Not Verified,INDIVIDUAL,0,0.09140863129370635,0.10442772849265085,0.07932711026534256
30000.0,0.1416,1027.67,124000.0,21.32,15.0,0.0,24568.0,0.856,46.0,3.0,0.24193353279409038,18.24992,10.0,C,MORTGAGE,debt_consolidation,Verified,INDIVIDUAL,0,0.15515646634526511,0.14364905557575045,0.14739934749835637
8150.0,0.1114,267.37,35000.0,16.94,7.0,0.0,9707.0,0.77,18.0,1.0,0.2328504899860004,13.043800000000001,3.0,B,OWN,debt_consolidation,Not Verified,INDIVIDUAL,0,0.1357737741939852,0.13057560111089234,0.13764936447745554
5000.0,0.1155,165.0,24000.0,13.29,6.0,0.0,4838.0,0.532,17.0,0.0,0.20832465313945253,7.07028,1.0,B,RENT,debt_consolidation,Not Verified,INDIVIDUAL,0,0.14709744525452767,0.1380857222817881,0.1328343496356548
24000.0,0.0867,759.52,140000.0,15.74,10.0,0.0,26388.0,0.675,18.0,1.0,0.1714273469475218,10.624500000000001,10.0,B,MORTGAGE,credit_card,Source Verified,INDIVIDUAL,1,0.06854778192853658,0.09284504322754247,0.09073589167759968
20000.0,0.0916,637.49,125000.0,18.17,30.0,0.0,55884.0,0.66,43.0,6.0,0.15999872001023993,11.992200000000002,7.0,B,MORTGAGE,debt_consolidation,Not Verified,INDIVIDUAL,0,0.11358756870510883,0.11686650465488742,0.10151308194977146
8000.0,0.1311,269.98,30000.0,10.6,10.0,0.0,11169.0,0.473,19.0,2.0,0.2666577780740642,5.0138,1.0,B,MORTGAGE,credit_card,Not Verified,INDIVIDUAL,0,0.1554746861409053,0.14387251233760626,0.10740145048886922
15000.0,0.0999,483.94,90000.0,11.24,7.0,0.0,32923.0,0.654,29.0,,0.16666481483539072,7.350960000000001,1.0,B,MORTGAGE,small_business,Source Verified,INDIVIDUAL,0,0.1425487177459612,0.13502622619079663,0.1380655296649216
